User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
3,2207416,0.00,11.04,0.00,100.00
2,2175962,0.01,10.74,0.00,100.00
3,2489577,0.00,12.45,0.00,100.00
2,2311103,0.01,11.47,0.00,100.00
3,2544414,0.00,12.72,0.00,100.00
3,2313322,0.01,11.40,0.00,100.00
3,2458389,0.03,11.87,0.00,13.26
3,2618657,0.00,13.09,0.00,100.00
2,2443697,0.00,12.22,0.00,100.00
2,2433768,0.00,12.17,0.00,100.00
2,2148413,0.07,10.00,0.00,100.00
3,2615900,0.02,12.77,0.00,100.00
3,2355246,0.00,11.73,100.00,100.00
3,2203701,0.00,11.02,100.00,100.00
2,2557648,0.03,12.37,100.00,100.00
3,2599878,0.06,12.28,100.00,100.00
3,2240963,0.00,11.20,100.00,100.00
3,2171969,0.00,10.86,100.00,100.00
2,2179688,0.00,10.90,68.88,100.00
2,2153537,0.00,10.77,68.88,100.00
3,2412382,0.00,12.06,100.00,0.00
3,2203408,0.00,11.02,0.00,0.00
2,2571218,0.08,11.78,0.00,100.00
2,2247355,0.00,11.24,0.00,100.00
3,2459479,0.00,12.30,0.00,100.00
2,2565151,0.00,12.83,0.00,100.00
3,2195010,0.04,10.54,0.00,100.00
2,2257695,0.00,11.29,0.00,100.00
2,2440164,0.00,12.20,0.00,100.00
3,2507483,0.02,12.33,0.00,100.00
2,2237046,0.00,11.19,0.00,100.00
3,2422804,0.00,12.11,0.00,100.00
3,2576352,0.07,11.98,0.00,100.00
2,2388024,0.00,11.94,0.00,100.00
2,2293591,0.00,11.47,0.00,100.00
2,2359857,0.00,11.80,1.21,43.57
3,2501462,0.04,12.04,0.00,100.00
2,2394301,0.00,11.97,0.00,100.00
2,2231082,0.00,11.16,0.00,100.00
2,2496558,0.00,12.48,0.00,13.80
2,2434549,0.06,11.45,0.00,13.80
2,2593583,0.00,12.97,0.00,56.68
3,2602798,0.06,12.19,0.00,0.00
3,2584384,0.00,12.92,0.00,100.00
3,2524904,0.01,12.49,100.00,100.00
2,2380586,0.00,11.90,100.00,100.00
2,2280682,0.00,11.40,100.00,100.00
2,2100922,0.05,9.96,100.00,100.00
2,2141355,0.00,10.71,100.00,100.00
2,2128735,0.00,10.64,100.00,100.00
3,2258559,0.04,10.84,100.00,60.68
2,2356906,0.00,11.78,100.00,60.68
3,2280084,0.00,11.40,100.00,60.81
2,2228151,0.05,10.55,100.00,60.81
