User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
2,2599857,1.00,2.45,0.00,100.00
3,2289643,0.90,2.51,0.00,100.00
3,2229206,1.00,2.70,0.00,0.00
2,2186252,1.00,2.04,0.00,100.00
2,2451837,0.95,2.21,0.00,0.00
2,2116258,0.99,2.36,100.00,100.00
2,2388154,0.95,2.16,0.00,100.00
3,2229652,1.00,2.70,0.00,100.00
3,2226464,1.00,2.69,0.00,100.00
2,2564937,1.00,3.12,0.00,0.00
3,2319401,1.00,2.20,0.00,100.00
3,2464276,1.00,2.98,0.00,100.00
2,2184771,1.00,2.06,100.00,100.00
3,2329059,1.00,2.18,0.00,100.00
2,2275860,0.97,2.08,100.00,100.00
2,2519168,0.95,2.23,100.00,100.00
3,2546484,1.00,2.90,0.00,100.00
3,2353063,1.00,2.22,0.00,100.00
2,2550172,0.97,2.33,100.00,100.00
2,2187452,0.98,2.61,0.00,100.00
2,2296738,0.95,2.54,100.00,100.00
3,2539601,0.98,2.86,100.00,0.00
2,2585935,1.00,2.44,0.00,100.00
2,2397163,1.00,2.25,100.00,0.00
3,2182325,1.00,2.05,100.00,100.00
2,2464309,0.97,2.85,0.00,100.00
2,2553261,1.00,2.95,0.00,100.00
3,2435615,0.97,2.23,0.00,100.00
3,2145743,0.94,1.91,0.00,100.00
2,2531433,1.00,2.37,0.00,100.00
3,2374158,1.00,2.24,0.00,100.00
2,2355545,0.95,2.09,0.00,100.00
2,2479327,0.96,2.73,0.00,100.00
3,2593127,0.99,3.06,0.00,0.00
2,2552872,1.00,2.40,0.00,100.00
3,2105444,1.00,2.51,0.00,100.00
3,2422801,1.00,2.89,100.00,100.00
3,2140819,1.00,2.45,0.00,100.00
3,2211886,1.00,2.64,0.00,0.00
2,2311625,0.97,2.11,100.00,100.00
2,2563949,1.00,3.03,100.00,100.00
3,2139331,0.96,1.93,0.00,100.00
3,2265452,1.00,2.13,0.00,0.00
2,2441833,1.00,2.29,100.00,0.00
3,2388582,1.00,2.24,0.00,100.00
2,2491438,0.98,2.28,0.00,100.00
3,2305947,1.00,2.17,100.00,0.00
3,2526355,1.00,2.37,0.00,100.00
2,2507024,0.92,2.62,100.00,0.00
2,2473620,0.89,2.68,0.00,100.00
3,2576723,0.94,2.28,100.00,0.00
3,2210229,1.00,2.08,100.00,100.00
2,2494747,1.00,2.35,0.00,100.00
2,2288875,0.99,2.56,0.00,100.00
3,2477836,0.97,2.26,100.00,100.00
2,2500864,1.00,2.36,0.00,100.00
3,2263567,0.86,1.84,0.00,100.00
3,2200948,0.95,2.49,0.00,100.00
3,2415870,1.00,2.27,100.00,0.00
2,2610413,1.00,3.02,0.00,100.00
3,2557040,0.90,2.70,100.00,0.00
2,2551708,1.00,3.04,100.00,0.00
2,2177786,1.00,2.59,0.00,100.00
2,2137126,1.00,2.49,100.00,0.00
2,2222501,1.00,2.09,0.00,0.00
2,2601659,1.00,2.44,0.00,0.00
2,2512717,0.95,2.23,0.00,100.00
3,2472124,0.96,2.23,0.00,100.00
2,2503280,1.00,2.93,0.00,100.00
2,2462419,1.00,2.87,0.00,100.00
2,2241603,0.91,2.37,0.00,100.00
3,2160285,1.00,2.04,0.00,100.00
2,2249584,1.00,2.11,0.00,100.00
2,2387184,0.97,2.18,100.00,0.00
2,2263610,0.89,1.90,0.00,0.00
2,2614445,0.99,2.43,0.00,100.00
3,2212568,0.99,2.07,0.00,100.00
2,2296906,0.96,2.59,0.00,100.00
3,2473765,1.00,2.33,0.00,100.00
3,2543737,0.97,2.99,0.00,100.00
2,2361088,1.00,2.22,0.00,100.00
2,2150363,1.00,2.02,0.00,0.00
3,2279829,0.92,1.98,100.00,0.00
3,2239185,1.00,2.10,0.00,100.00
3,2502537,1.00,2.36,0.00,100.00
2,2168457,0.96,2.46,0.00,100.00
3,2605438,1.00,3.09,0.00,100.00
2,2132773,1.00,2.00,0.00,100.00
2,2287282,1.00,2.65,0.00,0.00
3,2221210,1.00,2.65,0.00,100.00
3,2396774,1.00,2.25,0.00,100.00
3,2485529,1.00,2.34,0.00,0.00
3,2336116,1.00,2.79,0.00,100.00
3,2383019,1.00,2.24,100.00,100.00
3,2493884,1.00,2.89,0.00,100.00
2,2538749,0.94,2.76,0.00,100.00
2,2443539,1.00,2.84,100.00,0.00
3,2382936,1.00,2.82,100.00,0.00
3,2575077,1.00,3.05,0.00,0.00
3,2181746,1.00,2.64,0.00,100.00
3,2373137,1.00,2.23,0.00,100.00
3,2547690,0.96,2.89,100.00,100.00
3,2607531,1.00,2.98,0.00,100.00
3,2159386,1.00,2.02,0.00,100.00
2,2472869,0.99,2.31,0.00,100.00
2,2518261,0.97,2.31,0.00,100.00
3,2509054,1.00,2.36,0.00,100.00
3,2256995,1.00,2.12,0.00,100.00
2,2551264,1.00,2.42,0.00,100.00
2,2308004,1.00,2.19,100.00,0.00
3,2271607,1.00,2.14,100.00,0.00
3,2134616,0.97,1.95,100.00,0.00
2,2613676,1.00,2.44,0.00,100.00
3,2349055,1.00,2.21,100.00,0.00
3,2386342,0.95,2.71,0.00,100.00
3,2577373,0.95,2.90,100.00,100.00
2,2466885,1.00,2.32,100.00,0.00
2,2189329,1.00,2.05,100.00,100.00
3,2136492,0.93,1.88,0.00,0.00
3,2595659,1.00,2.95,0.00,100.00
2,2414365,0.89,2.04,0.00,0.00
2,2144631,0.95,1.92,0.00,100.00
2,2120732,1.00,2.66,100.00,100.00
3,2206900,0.98,2.04,0.00,100.00
2,2558063,1.00,2.43,0.00,100.00
3,2548991,1.00,3.02,0.00,100.00
2,2255177,1.00,2.14,0.00,100.00
3,2586914,1.00,2.43,0.00,100.00
2,2490192,0.96,2.95,100.00,100.00
3,2521385,1.00,3.04,0.00,100.00
3,2554354,0.96,2.89,100.00,100.00
2,2546046,0.99,2.36,0.00,0.00
2,2356810,1.00,2.23,0.00,100.00
2,2290380,0.97,2.12,0.00,100.00
3,2451816,1.00,2.31,0.00,100.00
3,2250864,1.00,2.70,0.00,100.00
2,2270200,1.00,2.15,0.00,100.00
3,2184293,0.90,2.37,0.00,100.00
2,2350175,1.00,2.93,0.00,0.00
2,2186631,1.00,2.64,0.00,100.00
2,2610827,1.00,2.47,100.00,100.00
3,2388434,0.95,2.15,0.00,100.00
3,2098561,1.00,1.98,0.00,0.00
3,2354476,0.98,2.17,0.00,100.00
2,2111806,0.96,1.91,0.00,0.00
2,2482392,0.95,2.82,0.00,100.00
2,2179901,0.93,2.48,0.00,100.00
2,2312686,1.00,2.18,0.00,100.00
3,2481955,1.00,3.14,0.00,100.00
3,2536286,1.00,2.39,0.00,100.00
3,2534720,1.00,2.38,100.00,0.00
2,2222988,0.98,2.03,0.00,100.00
3,2296227,1.00,2.70,0.00,100.00
3,2242224,0.98,2.07,0.00,100.00
3,2430440,0.97,2.22,100.00,0.00
2,2184751,1.00,2.47,100.00,0.00
3,2442731,1.00,2.31,0.00,100.00
3,2105264,0.98,2.45,0.00,100.00
2,2611491,1.00,3.28,100.00,100.00
2,2565450,0.94,2.26,0.00,100.00
2,2425048,1.00,3.04,0.00,0.00
2,2305294,1.00,2.17,100.00,0.00
3,2314421,0.97,2.12,0.00,100.00
2,2156680,1.00,2.70,0.00,100.00
2,2392390,1.00,2.27,0.00,100.00
2,2119756,0.97,2.56,0.00,100.00
2,2266732,1.00,2.14,0.00,100.00
2,2589768,1.00,2.45,0.00,100.00
3,2547465,1.00,3.11,0.00,0.00
3,2505783,0.96,2.29,100.00,100.00
2,2146422,0.95,2.40,0.00,100.00
3,2322164,1.00,2.19,0.00,100.00
3,2157954,1.00,2.04,0.00,100.00
3,2112586,0.94,2.41,0.00,0.00
3,2136868,0.98,2.73,100.00,0.00
2,2341455,1.00,2.19,100.00,100.00
3,2400673,1.00,2.70,0.00,100.00
2,2434067,1.00,2.31,0.00,0.00
2,2209527,0.94,1.96,100.00,0.00
3,2180834,1.00,2.06,0.00,100.00
3,2248338,0.99,2.09,0.00,100.00
3,2386541,0.94,2.74,0.00,100.00
3,2468460,0.86,2.58,0.00,100.00
2,2536350,1.00,2.40,0.00,0.00
3,2180004,1.00,2.07,100.00,100.00
2,2320083,1.00,2.74,0.00,100.00
3,2438050,1.00,2.30,0.00,100.00
2,2525288,1.00,2.39,100.00,0.00
3,2459047,1.00,2.32,0.00,100.00
2,2528363,0.94,2.25,0.00,100.00
3,2460916,0.99,2.31,0.00,100.00
2,2599828,0.98,3.21,100.00,100.00
2,2264907,0.93,2.52,100.00,0.00
2,2216725,0.93,2.39,0.00,100.00
3,2101272,1.00,1.97,0.00,100.00
3,2448270,1.00,2.30,0.00,100.00
2,2490426,1.00,2.84,100.00,100.00
2,2475742,1.00,3.05,0.00,100.00
3,2274356,0.99,2.12,0.00,100.00
2,2390416,0.97,2.66,0.00,100.00
2,2477432,1.00,2.32,100.00,0.00
2,2318073,0.95,2.71,100.00,100.00
3,2513063,1.00,2.39,0.00,100.00
3,2519376,0.98,2.32,100.00,0.00
3,2263477,1.00,2.14,0.00,100.00
2,2393818,1.00,2.23,100.00,0.00
3,2435268,0.98,2.94,100.00,100.00
2,2608819,1.00,3.13,0.00,100.00
3,2445139,1.00,2.84,0.00,100.00
2,2552041,0.99,2.36,0.00,100.00
2,2416990,1.00,2.78,0.00,100.00
3,2371789,1.00,2.23,0.00,0.00
2,2273299,1.00,2.60,0.00,100.00
3,2582541,1.00,3.03,100.00,0.00
3,2529970,0.99,2.36,100.00,0.00
3,2534241,1.00,2.40,0.00,100.00
3,2485837,1.00,2.93,0.00,100.00
3,2205808,1.00,2.59,0.00,0.00
3,2350148,0.91,2.00,100.00,0.00
3,2498218,1.00,3.06,0.00,100.00
3,2130223,0.97,1.95,0.00,100.00
2,2243381,1.00,2.62,100.00,0.00
3,2415976,0.96,2.82,100.00,0.00
3,2404569,0.97,2.83,0.00,100.00
2,2452326,0.96,2.75,100.00,0.00
3,2438738,1.00,2.30,100.00,100.00
3,2307125,1.00,2.19,0.00,100.00
3,2497736,0.95,2.23,100.00,0.00
2,2260462,1.00,2.78,0.00,100.00
2,2545644,1.00,2.39,0.00,0.00
2,2212906,1.00,2.54,0.00,100.00
3,2099265,1.00,1.98,100.00,100.00
3,2489540,0.98,2.32,0.00,100.00
3,2125338,0.99,1.97,0.00,100.00
3,2429775,0.95,2.17,0.00,100.00
3,2579097,0.95,2.89,100.00,100.00
3,2384338,1.00,2.26,0.00,100.00
3,2418664,0.97,2.73,0.00,100.00
2,2505995,0.94,2.91,0.00,100.00
2,2333315,1.00,2.21,100.00,0.00
3,2444876,1.00,2.78,0.00,100.00
2,2616340,1.00,3.28,100.00,100.00
2,2253465,1.00,2.13,100.00,100.00
3,2584842,1.00,3.14,0.00,100.00
2,2270918,1.00,2.87,0.00,100.00
2,2278879,1.00,2.16,0.00,100.00
2,2349695,1.00,2.23,0.00,100.00
2,2328468,1.00,2.21,0.00,100.00
2,2228115,1.00,2.11,0.00,100.00
3,2379822,1.00,2.94,0.00,100.00
2,2488812,1.00,3.13,0.00,100.00
3,2218029,0.92,2.56,0.00,100.00
3,2194599,1.00,2.73,100.00,0.00
2,2419485,1.00,2.76,100.00,0.00
2,2602506,0.98,2.39,0.00,100.00
3,2539539,0.97,3.07,100.00,100.00
3,2214782,0.94,2.59,0.00,100.00
3,2318481,1.00,2.87,0.00,100.00
2,2170750,0.93,1.90,0.00,100.00
2,2144830,1.00,2.65,0.00,100.00
3,2607629,1.00,2.46,0.00,100.00
3,2308470,0.96,2.73,0.00,100.00
2,2529403,0.99,3.10,0.00,100.00
2,2108941,1.00,2.00,0.00,0.00
2,2371317,0.93,2.06,0.00,100.00
2,2346316,1.00,2.22,0.00,100.00
2,2165017,0.96,1.96,100.00,100.00
3,2325944,0.98,2.16,0.00,100.00
2,2305839,1.00,2.83,0.00,100.00
2,2166200,1.00,2.05,0.00,100.00
3,2472352,1.00,3.04,0.00,100.00
3,2483900,1.00,3.07,0.00,100.00
2,2399794,1.00,2.27,0.00,100.00
3,2176579,0.98,2.64,0.00,100.00
2,2593970,0.96,3.05,0.00,100.00
2,2427442,1.00,2.98,0.00,0.00
3,2202230,1.00,2.06,100.00,0.00
2,2242381,0.99,2.08,0.00,100.00
2,2239290,1.00,2.79,0.00,100.00
2,2385707,1.00,2.98,0.00,100.00
2,2301632,0.92,2.64,0.00,100.00
2,2291310,1.00,2.88,100.00,100.00
3,2430880,0.99,2.79,0.00,100.00
2,2571301,1.00,3.09,0.00,100.00
2,2403813,1.00,2.88,0.00,100.00
2,2600680,0.98,2.41,0.00,100.00
3,2416153,0.96,2.78,100.00,100.00
3,2103696,0.96,2.46,100.00,100.00
2,2197914,0.99,2.04,96.06,100.00
3,2222370,0.92,2.46,0.00,100.00
3,2339705,1.00,2.20,100.00,100.00
3,2134465,1.00,2.01,100.00,100.00
2,2331832,1.00,2.18,100.00,0.00
2,2163124,1.00,2.62,0.00,100.00
2,2178862,1.00,2.06,100.00,100.00
2,2505854,0.97,2.26,0.00,100.00
2,2262505,0.92,1.97,0.00,100.00
2,2166079,0.99,2.03,0.00,100.00
3,2111083,0.99,1.97,0.00,100.00
2,2365380,0.95,2.73,0.00,100.00
3,2544587,0.96,2.95,100.00,0.00
3,2179751,1.00,2.04,0.00,0.00
2,2388104,0.89,2.75,0.00,100.00
2,2439373,0.95,2.18,100.00,0.00
2,2103175,0.95,2.41,0.00,100.00
3,2119963,0.98,2.51,0.00,100.00
2,2458185,0.99,2.98,0.00,100.00
2,2311855,1.00,2.83,100.00,100.00
3,2366169,1.00,2.83,0.00,100.00
2,2293843,1.00,2.17,0.00,100.00
2,2564933,1.00,3.13,0.00,0.00
3,2211431,1.00,2.08,0.00,100.00
2,2542693,1.00,2.40,0.00,100.00
2,2514863,0.98,2.32,100.00,100.00
3,2233065,1.00,2.64,0.00,100.00
2,2122495,0.93,1.87,0.00,100.00
3,2615798,0.90,2.23,0.00,100.00
3,2558744,1.00,3.09,0.00,100.00
2,2172998,1.00,2.05,0.00,0.00
2,2102960,0.96,1.92,100.00,0.00
3,2368468,0.89,2.41,0.00,100.00
3,2221577,0.99,2.66,0.00,100.00
2,2314843,0.94,2.06,0.00,100.00
3,2555699,1.00,2.42,0.00,100.00
2,2305125,1.00,2.18,100.00,100.00
2,2352926,1.00,2.20,100.00,0.00
2,2208758,0.99,2.07,0.00,100.00
2,2424106,1.00,2.92,100.00,0.00
2,2185930,0.98,2.00,0.00,100.00
2,2300657,1.00,2.76,0.00,0.00
2,2472892,0.99,2.81,0.00,0.00
2,2275457,1.00,2.13,0.00,100.00
3,2167928,1.00,2.05,0.00,100.00
3,2337259,1.00,2.88,100.00,100.00
2,2616023,0.97,2.41,0.00,100.00
2,2203800,1.00,2.61,0.00,0.00
2,2254417,0.90,2.31,0.00,100.00
2,2506146,1.00,3.00,0.00,100.00
3,2352733,1.00,2.22,0.00,100.00
2,2507950,0.97,2.30,0.00,100.00
3,2136761,1.00,2.60,0.00,100.00
3,2172449,0.97,2.54,0.00,100.00
2,2224802,1.00,2.10,0.00,100.00
3,2456458,0.98,2.92,0.00,100.00
2,2263991,1.00,2.74,100.00,100.00
2,2561226,1.00,2.43,100.00,100.00
2,2566992,1.00,2.43,0.00,100.00
2,2500925,0.91,2.74,100.00,0.00
2,2152072,0.91,2.30,0.00,100.00
3,2186134,0.91,2.38,0.00,100.00
2,2149232,1.00,2.03,0.00,0.00
3,2510035,1.00,2.89,0.00,100.00
3,2426444,0.98,2.24,100.00,100.00
3,2447608,0.95,2.78,100.00,100.00
3,2159321,1.00,2.57,100.00,0.00
3,2138707,0.99,1.98,100.00,0.00
2,2298754,0.92,2.52,0.00,100.00
2,2555478,0.92,2.20,0.00,100.00
3,2434009,0.91,2.08,0.00,100.00
2,2367467,0.97,2.67,100.00,100.00
2,2537523,1.00,3.06,0.00,100.00
2,2177364,0.96,2.41,0.00,100.00
2,2462565,1.00,2.31,0.00,100.00
2,2348195,1.00,2.72,100.00,100.00
2,2308072,0.97,2.74,100.00,0.00
2,2416145,1.00,2.28,0.00,100.00
3,2361787,0.93,2.67,100.00,100.00
2,2114592,1.00,2.60,0.00,100.00
2,2322785,0.97,2.11,0.00,100.00
2,2379716,1.00,2.80,0.00,100.00
2,2248845,0.99,2.62,0.00,100.00
3,2561223,0.99,2.41,0.00,100.00
2,2505626,1.00,2.36,0.00,100.00
2,2578684,0.97,2.99,0.00,100.00
2,2231560,1.00,2.10,0.00,0.00
2,2401331,0.91,2.07,0.00,100.00
3,2200727,0.97,2.01,0.00,100.00
2,2526838,1.00,2.37,0.00,100.00
3,2271225,0.99,2.11,0.00,100.00
3,2437701,0.94,2.67,0.00,100.00
3,2182962,0.95,2.42,0.00,100.00
2,2588552,1.00,2.98,0.00,100.00
3,2540723,0.97,2.87,100.00,0.00
3,2302344,1.00,2.17,0.00,100.00
2,2302507,1.00,2.16,0.00,100.00
3,2613697,0.96,2.36,0.00,0.00
3,2099797,1.00,2.46,0.00,100.00
3,2570250,0.94,2.77,0.00,0.00
3,2418556,0.98,2.79,0.00,100.00
2,2372313,0.98,2.18,100.00,100.00
3,2271352,1.00,2.13,0.00,0.00
3,2219305,0.95,1.99,100.00,100.00
2,2456947,1.00,2.31,0.00,100.00
3,2522924,1.00,2.90,0.00,100.00
2,2599272,0.97,2.36,0.00,100.00
2,2389908,0.98,2.19,0.00,0.00
2,2414325,1.00,2.86,100.00,0.00
2,2168724,0.97,1.99,0.00,100.00
3,2522191,0.97,2.81,0.00,100.00
3,2349777,1.00,2.20,0.00,100.00
3,2500394,1.00,2.34,0.00,100.00
3,2473297,1.00,2.85,0.00,100.00
3,2445996,1.00,2.81,100.00,0.00
3,2464428,0.97,2.27,0.00,100.00
3,2103097,0.99,2.39,100.00,100.00
2,2434548,1.00,2.27,0.00,100.00
2,2601853,0.97,2.37,100.00,100.00
3,2107109,1.00,1.98,0.00,100.00
2,2337319,1.00,2.73,0.00,100.00
3,2544985,0.95,2.80,0.00,100.00
2,2130585,1.00,2.00,0.00,100.00
3,2411803,1.00,2.26,0.00,100.00
3,2242406,0.95,2.00,0.00,100.00
3,2363715,0.98,2.68,0.00,100.00
2,2116293,0.95,2.32,100.00,0.00
3,2448564,1.00,2.31,0.00,0.00
3,2545184,0.94,2.99,0.00,100.00
3,2407170,0.99,2.23,0.00,100.00
3,2143217,0.93,1.88,0.00,100.00
2,2389115,1.00,2.23,100.00,0.00
2,2521898,1.00,3.28,0.00,100.00
2,2182229,1.00,2.45,100.00,100.00
2,2391770,1.00,2.92,0.00,100.00
2,2369181,0.94,2.50,0.00,100.00
3,2457111,1.00,2.33,100.00,100.00
3,2522788,0.96,2.29,0.00,100.00
2,2545026,0.98,2.34,0.00,100.00
3,2415593,1.00,2.29,0.00,0.00
2,2545101,0.96,2.31,0.00,100.00
2,2150899,1.00,2.42,0.00,100.00
3,2222743,1.00,2.84,0.00,100.00
2,2526282,0.97,2.75,100.00,0.00
3,2459232,0.97,2.24,0.00,100.00
2,2257688,1.00,2.54,100.00,0.00
2,2615814,1.00,3.30,100.00,100.00
2,2532737,1.00,2.39,0.00,0.00
3,2290462,0.98,2.12,0.00,100.00
3,2280937,0.96,2.08,100.00,100.00
3,2193616,1.00,2.61,0.00,100.00
3,2203770,0.96,2.02,0.00,100.00
3,2473272,0.94,2.98,0.00,0.00
2,2233426,0.99,2.63,100.00,100.00
2,2587050,0.99,3.11,0.00,100.00
3,2428480,1.00,3.17,0.00,100.00
3,2479944,1.00,3.22,100.00,0.00
2,2395099,1.00,2.28,0.00,100.00
3,2232708,0.95,2.02,100.00,0.00
3,2522110,0.91,2.15,0.00,100.00
3,2260531,1.00,2.92,0.00,100.00
3,2424606,0.96,3.02,0.00,100.00
3,2110804,1.00,2.75,100.00,100.00
2,2406578,1.00,2.90,100.00,0.00
3,2518087,1.00,2.35,0.00,0.00
3,2321123,0.95,2.08,100.00,0.00
2,2520964,1.00,2.39,0.00,100.00
2,2589306,1.00,2.92,0.00,100.00
3,2587271,1.00,3.32,0.00,100.00
3,2609699,1.00,3.38,100.00,100.00
2,2182568,0.93,2.42,100.00,100.00
2,2333835,1.00,2.20,0.00,0.00
3,2221219,1.00,2.66,0.00,100.00
2,2360124,1.00,2.67,0.00,100.00
2,2195004,0.98,2.42,0.00,100.00
2,2394474,1.00,2.89,0.00,100.00
2,2368901,1.00,2.23,0.00,100.00
3,2299693,1.00,2.17,0.00,100.00
2,2478247,0.96,2.85,0.00,100.00
3,2347424,1.00,2.87,0.00,100.00
3,2273393,1.00,2.15,100.00,0.00
2,2519755,1.00,2.98,0.00,100.00
2,2467212,1.00,2.33,0.00,100.00
2,2488659,0.95,2.24,100.00,0.00
2,2278266,0.95,2.03,0.00,100.00
2,2459808,1.00,2.95,100.00,100.00
3,2335733,1.00,2.97,0.00,100.00
2,2308278,0.98,2.13,0.00,100.00
2,2221914,0.91,1.90,100.00,0.00
3,2425513,0.98,2.78,100.00,0.00
3,2537200,0.98,2.93,0.00,0.00
2,2252087,1.00,2.59,100.00,100.00
2,2123924,1.00,2.58,0.00,100.00
3,2513319,1.00,2.38,0.00,100.00
3,2589991,1.00,2.44,0.00,100.00
2,2549395,1.00,3.11,100.00,100.00
3,2398816,0.98,2.89,0.00,100.00
3,2382690,0.98,2.21,100.00,0.00
2,2398744,1.00,2.25,0.00,100.00
3,2335295,1.00,2.20,100.00,100.00
2,2373332,0.98,2.88,0.00,100.00
3,2594570,1.00,2.45,0.00,100.00
2,2102326,1.00,2.56,0.00,100.00
2,2232594,1.00,2.11,0.00,0.00
3,2344280,0.96,2.10,100.00,0.00
2,2618691,0.98,2.98,0.00,0.00
2,2602305,0.98,2.39,0.00,100.00
2,2617687,0.96,3.03,0.00,100.00
2,2179877,1.00,2.66,0.00,100.00
2,2386900,1.00,2.93,100.00,0.00
3,2277135,1.00,2.14,0.00,100.00
2,2486142,0.99,3.04,100.00,100.00
2,2393981,0.94,2.14,0.00,100.00
2,2218596,1.00,2.10,100.00,0.00
2,2338428,1.00,2.19,0.00,100.00
3,2279104,1.00,2.15,0.00,100.00
2,2383215,1.00,2.25,0.00,100.00
3,2148544,0.95,1.93,0.00,0.00
3,2519021,0.92,2.17,0.00,100.00
3,2560964,1.00,2.42,0.00,100.00
2,2449293,1.00,2.29,100.00,0.00
2,2287218,0.94,2.64,0.00,100.00
3,2209878,0.98,2.70,100.00,0.00
3,2215729,1.00,2.55,0.00,0.00
3,2555720,0.97,3.03,0.00,100.00
2,2613812,1.00,2.45,0.00,100.00
3,2506829,0.99,2.35,0.00,100.00
3,2265685,1.00,2.15,0.00,100.00
2,2206227,1.00,2.54,100.00,0.00
2,2267983,0.90,1.93,0.00,0.00
3,2572894,1.00,3.19,0.00,100.00
2,2474359,1.00,2.32,0.00,100.00
2,2376833,0.99,2.21,100.00,0.00
3,2321509,1.00,2.17,100.00,0.00
3,2351998,0.98,2.61,100.00,0.00
2,2404963,0.97,2.20,0.00,100.00
2,2132408,1.00,2.44,100.00,0.00
2,2251468,1.00,2.76,0.00,0.00
2,2297049,1.00,2.69,0.00,100.00
3,2117377,0.92,1.84,0.00,100.00
2,2445522,0.92,2.11,0.00,0.00
3,2193814,0.96,2.59,0.00,100.00
3,2523892,1.00,3.15,0.00,100.00
2,2272223,1.00,2.13,0.00,100.00
3,2501381,0.97,2.30,100.00,0.00
2,2609313,0.95,2.34,0.00,100.00
3,2589296,1.00,3.22,0.00,100.00
3,2518105,0.98,3.07,100.00,0.00
3,2386046,1.00,2.72,100.00,100.00
3,2457510,0.99,2.82,0.00,100.00
3,2438218,0.91,2.71,0.00,100.00
3,2106364,0.93,2.42,0.00,100.00
2,2493519,0.92,2.66,100.00,100.00
2,2585802,1.00,3.13,0.00,100.00
3,2209089,0.97,2.03,0.00,100.00
3,2341065,0.99,2.19,0.00,0.00
3,2146970,1.00,2.03,0.00,100.00
2,2294866,0.91,2.42,0.00,100.00
3,2182969,1.00,2.06,100.00,100.00
3,2338089,0.98,2.64,0.00,100.00
2,2190002,1.00,2.53,0.00,100.00
3,2303539,0.97,2.10,0.00,100.00
2,2328937,1.00,2.70,0.00,100.00
3,2308566,1.00,2.18,0.00,100.00
3,2107155,0.99,1.94,0.00,100.00
2,2605743,0.90,2.80,0.00,100.00
2,2608594,1.00,3.09,0.00,100.00
3,2206646,1.00,2.08,0.00,100.00
2,2385524,0.97,2.74,100.00,100.00
3,2563759,1.00,3.13,0.00,100.00
3,2114540,1.00,1.99,100.00,100.00
3,2322570,1.00,2.84,0.00,100.00
2,2550814,0.94,2.84,0.00,100.00
3,2417000,1.00,2.89,0.00,100.00
3,2227778,1.00,2.65,0.00,100.00
3,2282797,1.00,2.71,0.00,100.00
2,2368879,0.99,2.78,0.00,100.00
3,2446464,1.00,2.94,100.00,0.00
3,2611234,0.98,3.05,0.00,100.00
2,2143215,1.00,2.53,0.00,0.00
3,2165970,0.97,2.37,0.00,100.00
2,2392606,1.00,2.81,0.00,100.00
2,2589721,1.00,2.43,0.00,100.00
3,2256927,1.00,2.12,0.00,100.00
3,2550047,0.95,2.27,0.00,100.00
2,2406745,1.00,2.26,0.00,100.00
2,2552811,0.91,2.74,0.00,100.00
2,2373817,0.94,2.63,100.00,0.00
3,2342216,0.97,2.67,100.00,0.00
2,2582426,1.00,2.44,100.00,100.00
2,2540553,1.00,2.86,0.00,100.00
2,2139039,0.99,2.54,0.00,100.00
3,2108917,0.95,2.35,0.00,100.00
3,2588895,0.97,2.92,100.00,0.00
2,2305161,1.00,2.82,0.00,100.00
2,2395580,0.94,2.12,0.00,0.00
2,2121641,0.97,1.95,0.00,0.00
3,2331617,0.96,2.09,0.00,100.00
2,2107012,0.95,2.42,100.00,0.00
3,2245496,1.00,2.69,0.00,100.00
3,2118884,1.00,1.99,0.00,100.00
3,2546250,0.99,2.37,100.00,100.00
3,2485389,0.96,2.26,0.00,100.00
2,2146315,0.95,2.46,0.00,100.00
3,2376093,1.00,2.24,0.00,100.00
2,2309163,0.98,2.14,100.00,100.00
3,2146263,1.00,2.04,0.00,100.00
2,2244345,0.97,2.63,0.00,100.00
3,2222521,0.99,2.07,100.00,100.00
2,2386272,1.00,2.24,0.00,0.00
3,2584456,1.00,3.07,0.00,0.00
3,2388517,1.00,2.25,86.65,0.00
2,2401101,1.00,2.25,100.00,0.00
3,2110667,1.00,2.38,0.00,100.00
2,2191512,0.98,2.55,0.00,100.00
3,2132687,0.99,2.01,100.00,100.00
2,2258751,1.00,2.69,0.00,100.00
3,2159388,1.00,2.04,100.00,0.00
3,2216562,1.00,2.07,0.00,100.00
2,2200542,0.98,2.59,0.00,100.00
2,2618048,1.00,3.14,0.00,100.00
3,2296380,1.00,2.88,0.00,0.00
3,2510986,1.00,2.97,0.00,100.00
2,2151468,1.00,2.57,100.00,100.00
3,2192570,0.94,2.53,100.00,0.00
3,2189286,1.00,2.47,0.00,100.00
2,2176292,1.00,2.05,100.00,0.00
3,2176295,1.00,2.45,0.00,100.00
2,2232115,1.00,2.64,100.00,0.00
3,2378947,0.87,1.93,100.00,100.00
3,2105512,0.95,1.88,0.00,0.00
2,2379954,1.00,2.23,100.00,100.00
2,2208864,1.00,2.08,0.00,100.00
2,2217293,0.96,2.00,100.00,0.00
2,2403817,1.00,2.86,0.00,100.00
2,2589830,1.00,2.43,100.00,0.00
2,2416317,1.00,2.87,0.00,100.00
2,2393038,0.95,2.13,0.00,100.00
3,2464133,0.92,2.90,100.00,0.00
2,2595337,1.00,3.12,100.00,100.00
3,2289025,1.00,2.16,0.00,100.00
3,2346047,0.91,2.03,0.00,0.00
3,2616226,0.95,2.35,100.00,0.00
3,2189063,1.00,2.04,0.00,100.00
2,2118914,1.00,1.99,100.00,0.00
3,2543163,1.00,2.86,0.00,100.00
