User Selection,Task Size,Offloading Ratio,Delay,UAV Hover Location X,UAV Hover Location Y
0,2607665,0.02,12.84,0.00,0.00
0,2379798,0.00,11.90,0.00,0.00
0,2183414,0.00,10.92,0.00,0.00
0,2245411,0.01,11.13,0.00,0.00
0,2421895,0.00,12.11,0.00,0.00
0,2374672,0.00,11.87,0.00,0.00
0,2138742,0.00,10.69,0.00,0.00
0,2458872,0.00,12.29,0.00,0.00
0,2133320,0.10,9.62,0.00,0.00
0,2572623,0.09,11.67,0.00,0.00
0,2452610,0.05,11.62,0.00,0.00
0,2114964,0.00,10.57,0.00,0.00
0,2560609,0.03,12.46,0.00,0.00
0,2517570,0.00,12.59,0.00,0.00
0,2478955,0.03,11.96,0.00,0.00
0,2304673,0.00,11.52,0.00,0.00
0,2202205,0.00,11.01,0.00,0.00
0,2509641,0.00,12.55,0.00,0.00
0,2369865,0.00,11.85,0.00,0.00
0,2411300,0.00,12.06,0.00,0.00
0,2466257,0.00,12.27,0.00,0.00
0,2548175,0.02,12.49,0.00,0.00
0,2298513,0.03,11.18,0.00,0.00
0,2159089,0.02,10.62,0.00,0.00
0,2585194,0.00,12.93,0.00,0.00
0,2332119,0.00,11.66,0.00,0.00
0,2473932,0.04,11.82,0.00,0.00
0,2565538,0.00,12.83,0.00,0.00
0,2454178,0.01,12.17,0.00,0.00
0,2196390,0.04,10.55,0.00,0.00
0,2526294,0.06,11.83,0.00,0.00
0,2500462,0.00,12.50,0.00,0.00
0,2232948,0.05,10.66,0.00,0.00
0,2394638,0.04,11.50,0.00,0.00
0,2169774,0.07,10.11,0.00,0.00
0,2138050,0.06,10.05,0.00,0.00
0,2211741,0.00,11.06,0.00,0.00
0,2278786,0.00,11.39,0.00,0.00
0,2314667,0.00,11.57,0.00,0.00
0,2195582,0.00,10.98,0.00,0.00
0,2177311,0.00,10.89,0.00,0.00
0,2389599,0.00,11.95,0.00,0.00
0,1107000,0.06,5.21,0.00,0.00
0,2602034,0.00,13.01,0.00,0.00
0,2162551,0.06,10.20,0.00,0.00
0,2202718,0.00,11.01,0.00,0.00
0,2167300,0.14,9.35,0.00,0.00
0,2514735,0.00,12.52,0.00,0.00
0,2448830,0.00,12.24,0.00,0.00
0,2198574,0.00,10.99,0.00,0.00
0,2196426,0.00,10.98,0.00,0.00
0,2394045,0.02,11.75,0.00,0.00
0,2279137,0.00,11.40,0.00,0.00
0,2223667,0.05,10.59,0.00,0.00
0,2267605,0.00,11.34,0.00,0.00
0,2392271,0.06,11.19,0.00,0.00
0,2270571,0.02,11.12,0.00,0.00
0,2363390,0.00,11.82,0.00,0.00
0,2582048,0.03,12.52,0.00,0.00
0,2468745,0.02,12.13,0.00,0.00
0,2229905,0.02,10.95,0.00,0.00
0,2177232,0.00,10.89,0.00,0.00
0,2181968,0.10,9.82,0.00,0.00
0,2532648,0.03,12.34,0.00,0.00
0,2485917,0.00,12.43,0.00,0.00
0,2503737,0.01,12.42,0.00,0.00
0,2584516,0.00,12.92,0.00,0.00
0,2459418,0.05,11.71,0.00,0.00
0,2389334,0.00,11.95,0.00,0.00
0,2534986,0.00,12.67,0.00,0.00
0,2478783,0.05,11.83,0.00,0.00
